Samplename	experimental_strategy	disease	count	bedlength	TMB
BS_DE26D072	WGS	ATRT	26	2923762032	0.008892652587808145
BS_DGG7YE8R	WGS	Medulloblastoma	11	2923762032	0.0037622760948419075
BS_DH86PF5A	WGS	HGAT	19	2923762032	0.006498476891090567
BS_DJEVCH34	WGS	Medulloblastoma	7	2923762032	0.0023941756967175774
BS_DMBNB0EP	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_DT92H1MJ	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_DVDT4VXQ	WGS	HGAT	17	2923762032	0.005814426692028403
BS_DW1CYEXP	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_E0AAK0V0	WGS	DNET	4	2923762032	0.00136810039812433
BS_E0S2Y0TS	WGS	ATRT	41	2923762032	0.014023029080774383
BS_E1VJCEWB	WGS	Medulloblastoma	27	2923762032	0.009234677687339227
BS_E42SSQGJ	WGS	HGAT	2	2923762032	0.000684050199062165
BS_E5B2YZJH	WGS	DNET	4	2923762032	0.00136810039812433
BS_E5H6CFYT	WGS	HGAT	12	2923762032	0.00410430119437299
BS_E7HEQZ1K	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_E8MC6R2K	WGS	Neurofibroma	8	2923762032	0.00273620079624866
BS_E8SJ36A6	WGS	Meningioma	3	2923762032	0.0010260752985932476
BS_E9ATGWME	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_EDZCAHR2	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_EE73VE7V	WGS	HGAT	2	2923762032	0.000684050199062165
BS_EFBBP9H3	WGS	Ependymoma	30	2923762032	0.010260752985932474
BS_EHBH0NYX	WGS	DNET	2	2923762032	0.000684050199062165
BS_EJ1H9PZY	WGS	Ependymoma	23	2923762032	0.007866577289214898
BS_EJV0N3BX	WGS	HGAT	21	2923762032	0.007182527090152733
BS_EP25TTAG	WGS	HGAT	35	2923762032	0.011970878483587888
BS_EPM623G4	WGS	HGAT	34	2923762032	0.011628853384056805
BS_EQE19CB0	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_ERAWW3H7	WGS	HGAT	5	2923762032	0.0017101254976554124
BS_ERFMPQN3	WGS	HGAT	157	2923762032	0.053697940626379954
BS_ERMGD2N5	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_EXTEGB51	WGS	Neurofibroma	8	2923762032	0.00273620079624866
BS_F064HMTP	WGS	HGAT	2	2923762032	0.000684050199062165
BS_F0GNWEJJ	WGS	CNS neuroblastoma	830	2923762032	0.2838808326107985
BS_F1B71HTZ	WGS	LGAT	2	2923762032	0.000684050199062165
BS_F48RA7QF	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_F4D169Q7	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_F5641KTR	WGS	Meningioma	10	2923762032	0.0034202509953108248
BS_F5KRHGKC	WGS	Germinoma	9	2923762032	0.0030782258957797425
BS_F5V8CWXT	WGS	Ependymoma	3	2923762032	0.0010260752985932476
BS_F8K4VQMF	WGS	HGAT	20	2923762032	0.0068405019906216495
BS_F8KR1QWE	WGS	Medulloblastoma	24	2923762032	0.00820860238874598
BS_F969DNHD	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_F9ZTZ4YS	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_FBJ516WW	WGS	Chordoma	4	2923762032	0.00136810039812433
BS_FBP5NZNR	WGS	Schwannoma	1	2923762032	0.0003420250995310825
BS_FCXEAPJ1	WGS	Schwannoma	2	2923762032	0.000684050199062165
BS_FF73TT6D	WGS	Ependymoma	6	2923762032	0.002052150597186495
BS_FFD25TTK	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_FHE6Z73G	WGS	Ganglioglioma	5	2923762032	0.0017101254976554124
BS_FHFVCQ41	WGS	LGAT	12	2923762032	0.00410430119437299
BS_FJEBFQHG	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_FJEZ3ASV	WGS	HGAT	60	2923762032	0.02052150597186495
BS_FK3B5SDH	WGS	HGAT	4	2923762032	0.00136810039812433
BS_FKQ7F6D1	WGS	HGAT	22	2923762032	0.007524552189683815
BS_FNF1TCSW	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_FNM4BB83	WGS	CNS EFT-CIC	3	2923762032	0.0010260752985932476
BS_FSM39DXA	WGS	Ependymoma	4	2923762032	0.00136810039812433
BS_FT95T4YP	WGS	Medulloblastoma	2	2923762032	0.000684050199062165
BS_FVPMPMRJ	WGS	Ependymoma	5	2923762032	0.0017101254976554124
BS_FVYBGMG1	WGS	Medulloblastoma	26	2923762032	0.008892652587808145
BS_FWCKP4X1	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_FWP8ZA4K	WXS	HGAT	16	149089890	0.1073178067272033
BS_FXDY881S	WGS	Germinoma	14	2923762032	0.004788351393435155
BS_FYJMNRGK	WGS	Teratoma	6	2923762032	0.002052150597186495
BS_G12HNXYX	WGS	Medulloblastoma	21	2923762032	0.007182527090152733
BS_G16NM5WJ	WGS	HGAT	2	2923762032	0.000684050199062165
BS_G2016BE5	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_G4EX0H98	WGS	Medulloblastoma	23	2923762032	0.007866577289214898
BS_G61CN2V0	WGS	Ganglioglioma	3	2923762032	0.0010260752985932476
BS_G9MQM1KK	WGS	HGAT	18	2923762032	0.006156451791559485
BS_GAA327FP	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_GBT44HST	WXS	HGAT	8	149089890	0.05365890336360165
BS_GKN0B47F	WGS	LGAT	2	2923762032	0.000684050199062165
BS_GKPVZXYP	WGS	HGAT	10	2923762032	0.0034202509953108248
BS_GKXD33YH	WXS	HGAT	29	149089890	0.194513524693056
BS_GMQZNQH8	WGS	Ependymoma	3	2923762032	0.0010260752985932476
BS_GRECE8Q9	WGS	Choroid plexus tumor	1	2923762032	0.0003420250995310825
BS_GRS3T427	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_GS9JCK55	WGS	Ganglioglioma	7	2923762032	0.0023941756967175774
BS_GTAJFTTR	WGS	ATRT	8	2923762032	0.00273620079624866
BS_GWPJKM7G	WGS	CNS Rhabdomyosarcoma	8	2923762032	0.00273620079624866
BS_GXACEYKB	WGS	Ganglioglioma	9	2923762032	0.0030782258957797425
BS_H0638GZT	WGS	HGAT	17	2923762032	0.005814426692028403
BS_H174820R	WGS	Medulloblastoma	25	2923762032	0.008550627488277063
BS_H1K33JVK	WGS	Medulloblastoma	3	2923762032	0.0010260752985932476
BS_H1MNXNHB	WGS	Pineoblastoma	6	2923762032	0.002052150597186495
BS_H2K7XX4X	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_H3TYF6GD	WXS	HGAT	25	149089890	0.16768407301125515
BS_H50HR85Y	WGS	LGAT	4	2923762032	0.00136810039812433
BS_H8E4K1DT	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_H8MAKDRB	WGS	Ependymoma	7	2923762032	0.0023941756967175774
BS_H8NWA41N	WGS	HGAT	17	2923762032	0.005814426692028403
BS_HBAKYKQM	WGS	Ependymoma	38	2923762032	0.012996953782181134
BS_HEJ72V3F	WGS	HGAT	29	2923762032	0.009918727886401392
BS_HGP0PV0D	WGS	Meningioma	5	2923762032	0.0017101254976554124
BS_HJ95JNFN	WGS	HGAT	1	2923762032	0.0003420250995310825
BS_HM5GFJN8	WGS	HGAT	1144	2923762032	0.3912767138635584
BS_HN8DE43A	WGS	Chordoma	11	2923762032	0.0037622760948419075
BS_HNE6BPMH	WGS	Germinoma	1	2923762032	0.0003420250995310825
BS_HPMX6CT4	WGS	Medulloblastoma	11	2923762032	0.0037622760948419075
BS_HQFNQHVW	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_HSYF7G2D	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_HTGDSPQA	WGS	Ganglioglioma	6	2923762032	0.002052150597186495
BS_HW4J7JM8	WGS	LGAT	4	2923762032	0.00136810039812433
BS_HW4MYBZ2	WGS	LGAT	4	2923762032	0.00136810039812433
BS_HYGK88B0	WGS	Craniopharyngioma	8	2923762032	0.00273620079624866
BS_HYKV2TH9	WGS	HGAT	12	2923762032	0.00410430119437299
BS_HZHEF797	WGS	Medulloblastoma	7	2923762032	0.0023941756967175774
BS_HZNKSQ17	WGS	Medulloblastoma	3	2923762032	0.0010260752985932476
BS_HZV4WDTB	WGS	DNET	2	2923762032	0.000684050199062165
BS_J037K4BM	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_J33YVP27	WGS	Ependymoma	18	2923762032	0.006156451791559485
BS_J4E9SW51	WGS	HGAT	5	2923762032	0.0017101254976554124
BS_J52D4XQY	WGS	Other	4	2923762032	0.00136810039812433
BS_J5J0EA7Y	WGS	LGAT	13	2923762032	0.0044463262939040725
BS_J6VRW67C	WGS	LGAT	4	2923762032	0.00136810039812433
BS_J8EH1N7V	WGS	HGAT	16	2923762032	0.00547240159249732
BS_J8EK6RNF	WGS	HGAT	36	2923762032	0.01231290358311897
BS_JA3XXP1Y	WGS	LGAT	6	2923762032	0.002052150597186495
BS_JB3J82ZK	WGS	HGAT	49	2923762032	0.01675922987702304
BS_JBHQ6G3J	WGS	Ganglioglioma	6	2923762032	0.002052150597186495
BS_JBY9S5D4	WGS	Glial-neuronal tumor NOS	3	2923762032	0.0010260752985932476
BS_JC2187NA	WGS	Ependymoma	3	2923762032	0.0010260752985932476
BS_JC8YV5V9	WGS	Embryonal Tumor	12	2923762032	0.00410430119437299
BS_JCWD4DMA	WXS	HGAT	13	149089890	0.08719571796585268
BS_JDMM2XG4	WGS	ATRT	2	2923762032	0.000684050199062165
BS_JDS0SYST	WGS	Medulloblastoma	12	2923762032	0.00410430119437299
BS_JE1DF581	WGS	Ependymoma	16	2923762032	0.00547240159249732
BS_JGKRN7NA	WGS	HGAT	36	2923762032	0.01231290358311897
BS_JHGFJR3D	WGS	LGAT	2	2923762032	0.000684050199062165
BS_JJNSP29S	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_JK5GTHVG	WGS	Medulloblastoma	17	2923762032	0.005814426692028403
BS_JM979K1M	WGS	Germinoma	10	2923762032	0.0034202509953108248
BS_JNS7Q60A	WGS	Meningioma	15	2923762032	0.005130376492966237
BS_JQNF0FQP	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_JR56RQDC	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_JRFVST47	WGS	HGAT	10	2923762032	0.0034202509953108248
BS_JSMAT49K	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_JSNJZERZ	WGS	Medulloblastoma	47	2923762032	0.016075179677960877
BS_JVTQD8HH	WGS	Schwannoma	10	2923762032	0.0034202509953108248
BS_JX1PK0VW	WGS	Embryonal Tumor	3	2923762032	0.0010260752985932476
BS_K049HVGR	WGS	LGMT	1	2923762032	0.0003420250995310825
BS_K07KNTFY	WGS	ETMR	4	2923762032	0.00136810039812433
BS_K14VJ1E3	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_K3PPH522	WGS	Schwannoma	5	2923762032	0.0017101254976554124
BS_K3Y06EKR	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_K3YT05M7	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_K6A9Z04J	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_K6BMXTW5	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_K89V7JNJ	WGS	DNET	1	2923762032	0.0003420250995310825
BS_KAD49R68	WGS	HGAT	22	2923762032	0.007524552189683815
BS_KAZENYZE	WGS	Medulloblastoma	1	2923762032	0.0003420250995310825
BS_KB9GJDCS	WGS	Ependymoma	4	2923762032	0.00136810039812433
BS_KBPBCWA0	WGS	Embryonal Tumor	10	2923762032	0.0034202509953108248
BS_KCN7NG92	WGS	LGAT	4	2923762032	0.00136810039812433
BS_KFRBXXV7	WGS	Choroid plexus tumor	1	2923762032	0.0003420250995310825
BS_KG1YMTA4	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_KH0NFCWF	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_KH3859M5	WGS	Schwannoma	1	2923762032	0.0003420250995310825
BS_KHSYAB3J	WGS	HGAT	43	2923762032	0.014707079279836548
BS_KJQXZ8GK	WGS	Embryonal Tumor	15	2923762032	0.005130376492966237
BS_KJTW1RBN	WGS	Embryonal Tumor	3	2923762032	0.0010260752985932476
BS_KKWQW01N	WGS	LGAT	4	2923762032	0.00136810039812433
BS_KP0YNTAK	WGS	CNS neuroblastoma	97	2923762032	0.033176434654515
BS_KPG4WCHS	WXS	HGAT	10	149089890	0.06707362920450206
BS_KPWRDRFP	WGS	CNS EFT-CIC	5	2923762032	0.0017101254976554124
BS_KRYYDC2X	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_KSHETTQC	WGS	HGAT	1	2923762032	0.0003420250995310825
BS_KSRYKCDE	WGS	Neurofibroma	2	2923762032	0.000684050199062165
BS_KT9H4B1N	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_KV3XF9WV	WGS	Neurofibroma	1	2923762032	0.0003420250995310825
BS_KVYCH9PB	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_KXGJ1HMG	WGS	HGAT	12	2923762032	0.00410430119437299
BS_KY1CTGJ3	WGS	HGAT	49	2923762032	0.01675922987702304
BS_KYG3H6C6	WGS	LGAT	2	2923762032	0.000684050199062165
BS_KYPMZZSY	WGS	HGAT	20	2923762032	0.0068405019906216495
BS_KYPZRS4S	WGS	LGAT	2	2923762032	0.000684050199062165
BS_M0B42FPR	WGS	HGAT	19	2923762032	0.006498476891090567
BS_M16CDR44	WGS	Embryonal Tumor	9	2923762032	0.0030782258957797425
BS_M18CDDGK	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_M1TDS9CT	WGS	Choroid plexus tumor	1	2923762032	0.0003420250995310825
BS_M28HG0NT	WGS	HGAT	16	2923762032	0.00547240159249732
BS_M4E4H6NG	WGS	HGAT	32	2923762032	0.01094480318499464
BS_M5FM63EB	WGS	HGAT	20	2923762032	0.0068405019906216495
BS_M659G06J	WGS	HGAT	4	2923762032	0.00136810039812433
BS_M8EBKZDG	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_MAVSJH2Y	WGS	Ependymoma	6	2923762032	0.002052150597186495
BS_MCM78YPC	WGS	Other	2	2923762032	0.000684050199062165
BS_MDVMT75X	WGS	Schwannoma	5	2923762032	0.0017101254976554124
BS_ME97J1GA	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_MEPW36WF	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_MFTAVQ5C	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_MGBEMNYR	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_MGY2V5N4	WGS	DNET	1	2923762032	0.0003420250995310825
BS_MHT5C2AP	WGS	Langerhans Cell histiocytosis	1	2923762032	0.0003420250995310825
BS_MJ8EGM54	WGS	CNS Rhabdomyosarcoma	3	2923762032	0.0010260752985932476
BS_MJJZJMTK	WGS	LGAT	22	2923762032	0.007524552189683815
BS_MRX1SPFB	WGS	Teratoma	8	2923762032	0.00273620079624866
BS_MSB1RDAJ	WGS	HGAT	14	2923762032	0.004788351393435155
BS_MSGYZ69T	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_MT5ZSRG4	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_MVC1NCZX	WGS	Ependymoma	13	2923762032	0.0044463262939040725
BS_MW16Y7ME	WGS	DNET	7	2923762032	0.0023941756967175774
BS_MW63FCZC	WGS	HGAT	8	2923762032	0.00273620079624866
BS_MW74GF38	WGS	Meningioma	3	2923762032	0.0010260752985932476
BS_MWKJF6XH	WGS	LGAT	2	2923762032	0.000684050199062165
BS_MWXDJFWW	WGS	Craniopharyngioma	6	2923762032	0.002052150597186495
BS_MWZCP1XW	WGS	Other	13	2923762032	0.0044463262939040725
BS_MZB884N9	WGS	LGAT	2	2923762032	0.000684050199062165
BS_MZJJRDZF	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_N4B3WB8W	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_N9BF56FP	WGS	Other	32	2923762032	0.01094480318499464
BS_N9N1X78X	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_N9SMBR24	WGS	Other	3	2923762032	0.0010260752985932476
BS_NB509KST	WGS	Ganglioglioma	4	2923762032	0.00136810039812433
BS_NCGGFG6H	WGS	LGAT	6	2923762032	0.002052150597186495
BS_NDSWS9TS	WGS	ATRT	3	2923762032	0.0010260752985932476
BS_NFT9VHMJ	WGS	Medulloblastoma	17	2923762032	0.005814426692028403
BS_NG0CR0EP	WGS	Ganglioglioma	6	2923762032	0.002052150597186495
BS_NHRNZRQV	WGS	LGAT	2	2923762032	0.000684050199062165
BS_NJFK43N3	WGS	HGAT	1	2923762032	0.0003420250995310825
BS_NJV6A585	WGS	Neurofibroma	14	2923762032	0.004788351393435155
BS_NMQTPVFW	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_NNFDFAFM	WGS	HGAT	13	2923762032	0.0044463262939040725
BS_NS8G0465	WGS	Schwannoma	1	2923762032	0.0003420250995310825
BS_NWYBD9CA	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_NXZSD2KK	WGS	ATRT	2	2923762032	0.000684050199062165
BS_NZRJE7QA	WGS	LGAT	2	2923762032	0.000684050199062165
BS_P0KQFXNC	WGS	LGAT	2	2923762032	0.000684050199062165
BS_P0QJ1QAH	WGS	HGAT	213	2923762032	0.07285134620012057
BS_P36C0ABE	WGS	LGAT	4	2923762032	0.00136810039812433
BS_P3EVK3C2	WGS	LGAT	2	2923762032	0.000684050199062165
BS_P3KD5EQG	WGS	LGAT	4	2923762032	0.00136810039812433
BS_P3P96WCD	WGS	Medulloblastoma	12	2923762032	0.00410430119437299
BS_P3PF53V8	WGS	HGAT	495	2923762032	0.16930242426788583
BS_P42V737Y	WGS	Meningioma	19	2923762032	0.006498476891090567
BS_P4K6WK9Y	WGS	HGAT	47	2923762032	0.016075179677960877
BS_P7CY04E7	WGS	ATRT	4	2923762032	0.00136810039812433
BS_P7VR731D	WXS	HGAT	9	149089890	0.06036626628405185
BS_P8WN8XEQ	WGS	HGAT	104	2923762032	0.03557061035123258
BS_P99S85CY	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_PC2YQ4F6	WGS	LGAT	2	2923762032	0.000684050199062165
BS_PEDGRK8S	WGS	LGAT	4	2923762032	0.00136810039812433
BS_PEFRDKDZ	WGS	LGAT	8	2923762032	0.00273620079624866
BS_PFXDWV9R	WGS	Medulloblastoma	1	2923762032	0.0003420250995310825
BS_PJ08ZW9A	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_PKZ1HWNB	WGS	HGAT	58	2923762032	0.019837455772802784
BS_PMFR8NPN	WGS	Craniopharyngioma	55	2923762032	0.01881138047420954
BS_PNXDHDF3	WGS	Meningioma	22	2923762032	0.007524552189683815
BS_PP4WJBNR	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_PPY0EWPG	WGS	HGAT	16	2923762032	0.00547240159249732
BS_PV130A29	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_PVYMDM18	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_PYVPKH11	WGS	Medulloblastoma	1	2923762032	0.0003420250995310825
BS_PZDTK87A	WGS	Dysplasia	1	2923762032	0.0003420250995310825
BS_Q0XBZP88	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_Q3ANJDVG	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_Q5XKTB1V	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_Q6GVRAWK	WGS	HGAT	7	2923762032	0.0023941756967175774
BS_Q88059DJ	WGS	Meningioma	7	2923762032	0.0023941756967175774
BS_Q9NHTR7G	WGS	CNS EFT-CIC	13	2923762032	0.0044463262939040725
BS_QA0W86WP	WGS	LGAT	2	2923762032	0.000684050199062165
BS_QBZDQX7A	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_QC5FNXGH	WGS	LGAT	2	2923762032	0.000684050199062165
BS_QD22MJJ5	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_QDGHHS4S	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_QE7WAAKC	WGS	Oligodendroglioma	23	2923762032	0.007866577289214898
BS_QG6V29H7	WGS	HGAT	18	2923762032	0.006156451791559485
BS_QGX93WPF	WGS	Medulloblastoma	11	2923762032	0.0037622760948419075
BS_QHTDJG77	WGS	Medulloblastoma	12	2923762032	0.00410430119437299
BS_QK61ST4T	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_QM1Z8R38	WGS	LGAT	4	2923762032	0.00136810039812433
BS_QMG7XNEW	WGS	LGAT	4	2923762032	0.00136810039812433
BS_QMHND3QK	WGS	ATRT	50	2923762032	0.017101254976554126
BS_QMY84KF4	WGS	Ependymoma	9	2923762032	0.0030782258957797425
BS_QQP17PDQ	WGS	HGAT	46	2923762032	0.015733154578429796
BS_QRH793AV	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_QSMFVHSB	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_QWM9BPDY	WGS	HGAT	247	2923762032	0.08448019958417738
BS_QWS88QXE	WGS	HGAT	1	2923762032	0.0003420250995310825
BS_QX754ADQ	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_QXZTRMWM	WGS	LGAT	15	2923762032	0.005130376492966237
BS_QYWGB52C	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_QZPGVNBB	WXS	HGAT	16	149089890	0.1073178067272033
BS_QZRP3NSG	WGS	HGAT	42	2923762032	0.014365054180305465
BS_QZT3SPY7	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_QZTPJ8YW	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_R1CV479M	WGS	Medulloblastoma	11	2923762032	0.0037622760948419075
BS_R1G6SG0K	WGS	HGAT	18	2923762032	0.006156451791559485
BS_R1ZBTEAG	WGS	Schwannoma	2	2923762032	0.000684050199062165
BS_R5G3QP11	WGS	ATRT	9	2923762032	0.0030782258957797425
BS_R6CKWZW6	WGS	HGAT	16	2923762032	0.00547240159249732
BS_R726FKHP	WGS	LGAT	7	2923762032	0.0023941756967175774
BS_R7YMKNJN	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_R8ZKDFWH	WGS	Ependymoma	7	2923762032	0.0023941756967175774
BS_R913E3VB	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_R94EDP5H	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_RA0VCMWC	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_RB8VSEVG	WGS	LGAT	8	2923762032	0.00273620079624866
BS_RG6JK7ZN	WGS	HGAT	12	2923762032	0.00410430119437299
BS_RGSJMSRE	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_RHEBGZF8	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_RQ5Z7KNW	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_RR3DKGKY	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_RXP2ZRQT	WGS	HGAT	40	2923762032	0.013681003981243299
BS_RXSBJ929	WGS	HGAT	62	2923762032	0.021205556170927113
BS_RZNNEX1Y	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_S0T3CQ97	WGS	HGAT	256	2923762032	0.08755842547995712
BS_S34SCYW4	WGS	Medulloblastoma	5	2923762032	0.0017101254976554124
BS_S791VC80	WGS	HGAT	61	2923762032	0.020863531071396033
BS_S7S6YEHA	WGS	Craniopharyngioma	6	2923762032	0.002052150597186495
BS_S88G7BXH	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_SCQNN2A2	WGS	ATRT	7	2923762032	0.0023941756967175774
BS_SD28E0SC	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_SE82EQF8	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_SFH8TGKT	WGS	Medulloblastoma	9	2923762032	0.0030782258957797425
BS_SFZ3A07S	WGS	Craniopharyngioma	4	2923762032	0.00136810039812433
BS_SK4H5MJQ	WGS	HGAT	30	2923762032	0.010260752985932474
BS_SMCPASF0	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_SNC5WMVN	WGS	Central neurocytoma	6	2923762032	0.002052150597186495
BS_SQSH5G7A	WGS	CNS sarcoma	79	2923762032	0.027019982862955517
BS_SSYNTXDC	WGS	CNS EFT-CIC	4	2923762032	0.00136810039812433
BS_ST3Z2B9B	WGS	Ependymoma	21	2923762032	0.007182527090152733
BS_STNH7YSX	WGS	HGAT	21	2923762032	0.007182527090152733
BS_SWHQ8FDW	WGS	ATRT	25	2923762032	0.008550627488277063
BS_SYGKQD8M	WGS	Ganglioglioma	27	2923762032	0.009234677687339227
BS_SYWRCE3Z	WGS	Schwannoma	2	2923762032	0.000684050199062165
BS_T1SNKF50	WGS	Ependymoma	7	2923762032	0.0023941756967175774
BS_T54TAE3R	WGS	Oligodendroglioma	1	2923762032	0.0003420250995310825
BS_T5HPW4Z0	WGS	Medulloblastoma	3	2923762032	0.0010260752985932476
BS_T5T21G7N	WGS	LGAT	11	2923762032	0.0037622760948419075
BS_T7WMJ08W	WGS	HGAT	8	2923762032	0.00273620079624866
BS_T8TCEBB1	WGS	Medulloblastoma	15	2923762032	0.005130376492966237
BS_T9T3R2J0	WGS	Medulloblastoma	5	2923762032	0.0017101254976554124
BS_TE8QFF7T	WGS	ETMR	12	2923762032	0.00410430119437299
BS_TF5TTEXH	WGS	HGAT	29	2923762032	0.009918727886401392
BS_TF6H437Q	WGS	Embryonal Tumor	13	2923762032	0.0044463262939040725
BS_THH0CE5A	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_TNQKJZCP	WGS	Medulloblastoma	13	2923762032	0.0044463262939040725
BS_TQ0J7WJQ	WGS	HGAT	10	2923762032	0.0034202509953108248
BS_TRGECFNP	WGS	HGAT	37	2923762032	0.012654928682650052
BS_TYFD8ZMG	WXS	HGAT	8	149089890	0.05365890336360165
BS_TZPJHKQR	WGS	LGAT	7	2923762032	0.0023941756967175774
BS_V2MDX7HG	WGS	Other	1	2923762032	0.0003420250995310825
BS_V3ZNXRHK	WGS	Ganglioglioma	5	2923762032	0.0017101254976554124
BS_V6HKXX1Z	WGS	Medulloblastoma	5	2923762032	0.0017101254976554124
BS_V79WFJ6N	WGS	DNET	2	2923762032	0.000684050199062165
BS_V8G6BZRR	WGS	Glial-neuronal tumor NOS	5	2923762032	0.0017101254976554124
BS_VA07453Z	WGS	LGAT	2	2923762032	0.000684050199062165
BS_VDSR4X6N	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_VF099E8S	WGS	CNS sarcoma	15	2923762032	0.005130376492966237
BS_VK46N40F	WGS	Ependymoma	3	2923762032	0.0010260752985932476
BS_VKH9KYDB	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_VMZMGB7B	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_VPJ9CARN	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_VQC2PE2B	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_VQEPFE1P	WGS	Other	2	2923762032	0.000684050199062165
BS_VTTTQYQA	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_VVD8TJNE	WGS	Choroid plexus tumor	4	2923762032	0.00136810039812433
BS_VW4XN9Y7	WGS	HGAT	5897	2923762032	2.0169220119347933
BS_VW96PFKQ	WGS	LGAT	1	2923762032	0.0003420250995310825
